,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,smiles,unimol_similarity,tankbind_affinity,drugban_affinity,moltrans_affinity
vdr_unique_G1_13601,G1,,5.408358514308929,8.461509084701541,5.630258142948151,5.41922092437744,-12.0,,,CCN(C(=O)c1ccc(OCC(=O)Nc2ccc(C)c(C)c2)n1CC)c1ccc(Oc2cccc(C)c2)c(C)c1,0.0423728813559322,-9.7,-7.2,-6.8
vdr_unique_G1_13602,G1,,5.780940294265746,8.631432485580435,4.720724582672121,7.81198024749756,-8.0,,,CCN(C)CCOC(=O)C1c2cccc(O)c2C(=O)C1C,0.0638297872340425,-9.5,-6.4,-6.5
vdr_unique_G1_13603,G1,,5.267336219549179,7.921553230285636,4.679630696773531,7.90658855438232,-6.0,,,CCN(CC(=O)NC(C)C)CC(O)(CC)C(C)C,0.1139240506329113,-9.5,-6.2,-6.7
vdr_unique_G1_13604,G1,,5.979953467845917,8.555748033523559,5.032269656658173,5.10594367980957,-8.5,,,CCN(CC)C(=O)C1=CC(=C2SCCn3c2nc2ccc(C)cc23)C(=O)CC1O,0.0943396226415094,-9.9,-7.4,-7.0
vdr_unique_G1_13605,G1,,6.408313691616059,8.61970129013061,5.661621272563936,9.10291862487793,-9.7,,,CCN(CC)C(=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC12C,0.3684210526315789,-9.9,-7.4,-7.4
vdr_unique_G1_13606,G1,,6.05132704973221,8.476900672912603,5.468352079391481,7.46139335632324,-10.1,,,CCN(CC)C(=O)C1CCC2C1CCC2n1cc(CCC(=O)O)c2ccccc21,0.08,-9.9,-7.4,-7.2
vdr_unique_G1_13607,G1,,6.160612165927887,8.302177524566654,5.597128689289093,8.0039176940918,-8.2,,,CCN(CC)C(=O)CC(=CC=C1CCCC1)CC(O)(CC)C1CCC(O)CC1,0.1818181818181818,-9.9,-7.4,-7.1000000000000005
vdr_unique_G1_13608,G1,,5.411391317844388,8.049443292617797,5.119619071483611,5.96992969512939,-8.2,,,CCN(CC)C(=O)CC1CCC(=O)N(CCC#CCC#N)CC1,0.0957446808510638,-9.9,-7.0,-6.5
vdr_unique_G1_13609,G1,,5.375870943069458,7.833615398406981,4.629400312900545,4.72115421295166,-8.5,,,CCN(CC)C(=O)COC(=O)c1cc(C(=O)N2CCOCC2)n(CC)n1,0.0714285714285714,-9.7,-6.5,-6.7
vdr_unique_G1_1361,G1,,8.810664653778078,9.016369819641117,6.861957252025603,9.15148258209229,-11.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)CC2CC(O)CC(=C)C2C(C)C(C)CC)CC(O)CC1O,0.6075949367088608,-9.7,-6.9,-7.0
vdr_unique_G1_13610,G1,,5.177980124950409,8.072866153717037,4.829101383686067,4.792649269104,-8.3,,,CCN(CC)C(=O)N1CC(n2ncccc2=O)C1O,0.1011235955056179,-9.5,-6.2,-6.0
vdr_unique_G1_13611,G1,,5.984158575534821,8.533105516433716,5.83124566078186,7.78931999206543,-10.0,,,CCN(CC)C(=O)c1ccc(C(CC)(CC)c2ccc(OCCC(O)(CC)CC)c(C)c2)n1CC,0.0792079207920792,-9.9,-7.4,-6.7
vdr_unique_G1_13612,G1,,6.487874805927277,8.394327735900879,5.527770459651947,7.45717620849609,-9.3,,,CCN(CC)C(=O)c1ccc(C(CCCCC(=O)OCc2ccccc2)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC,0.0769230769230769,-9.5,-6.9,-6.8
vdr_unique_G1_13613,G1,,5.293952524662018,8.240729045867926,4.998915672302248,6.65605735778809,-9.3,,,CCN(CC)C(=O)c1ccc(CCC(=O)c2ccc(Cl)c(C)c2)n1CC,0.0510204081632653,-9.9,-7.2,-6.9
vdr_unique_G1_13614,G1,,5.21325331926346,8.390661239624025,4.644592463970184,7.50168514251709,-9.4,,,CCN(CC)CC(=O)Nc1ccc(C(O)c2ccc(O)c(C)c2)n1CC,0.0612244897959183,-9.9,-7.4,-6.9
vdr_unique_G1_13615,G1,,7.886938214302064,8.764770841598509,6.2180943489074725,8.94793510437012,-12.3,,,CCN(CC)CC(C)(C)CCC(O)(CC)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.4125,-9.9,-7.4,-7.2
vdr_unique_G1_13616,G1,,5.193210840225219,8.549110603332524,5.021334230899811,5.89092636108398,-7.4,,,CCN(CC)CC(O)CC(CC)(c1ccccc1)C(F)(F)F,0.0697674418604651,-9.9,-7.4,-6.7
vdr_unique_G1_13617,G1,,6.580509841442108,8.953374910354617,6.140948593616486,8.49503898620606,-10.0,,,CCN(CC)CC1CC1c1ccc(OCC#Cc2ccc(CC(C)(C)O)cn2)cc1,0.1089108910891089,-9.9,-7.4,-7.2
vdr_unique_G1_13618,G1,,5.11923348903656,8.55826783180237,4.956089913845062,5.4219217300415,-7.9,,,CCN(CC)CCC#CCCn1c(C)cc(C)c1C,0.0348837209302325,-9.7,-6.5,-6.7
vdr_unique_G1_13619,G1,,5.462439477443695,8.601839160919193,5.115964055061341,7.28863334655762,-9.6,,,CCN(CC)CCCN=C(N)c1ccc(C=CC(=O)c2ccc(C(C)=O)c(C)c2)o1,0.0660377358490566,-9.9,-7.2,-6.9
vdr_unique_G1_1362,G1,,8.259510040283203,9.221033382415763,6.225582242012022,9.36834907531738,-13.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)CC2CC(O)CC(=O)O2)CCCC1O,0.55,-9.7,-7.4,-7.2
vdr_unique_G1_13620,G1,,5.350139081478121,8.700932025909442,5.018110394477844,6.22696971893311,-8.8,,,CCN(CC)CCCNC(=O)CCc1ccc(C(C)(C)C)c(C)c1,0.0744680851063829,-9.9,-7.2,-6.7
vdr_unique_G1_13621,G1,,6.4403979182243365,8.92945370674133,5.31080448627472,8.25961685180664,-9.1,,,CCN(CC)CCCOc1ccc(CCC(COc2ccc(C=CC(=O)CCC(=O)C=Cc3ccc(OC)cc3)cc2)C(=O)O)cc1C,0.0892857142857142,-9.5,-7.1000000000000005,-6.8
vdr_unique_G1_13622,G1,,5.120937645435333,8.186975193023683,4.722508072853088,8.29322242736816,-7.0,,,CCN(CC)CCNC(=S)NN=Cc1ccccc1O,0.0543478260869565,-9.5,-6.4,-6.7
vdr_unique_G1_13623,G1,,5.319343447685243,8.347105026245119,4.700198650360107,6.72094058990479,-7.5,,,CCN(CC)CCOc1ccc(CC(C)(C)O)cc1,0.0987654320987654,-9.7,-6.9,-6.5
vdr_unique_G1_13624,G1,,5.85897171497345,8.604707670211797,5.624419808387756,5.01191711425781,-9.3,,,CCN(CC)Cc1nc2ccccn2c1C(=O)NCc1ccc(OCC(O)CO)c(C)c1,0.0521739130434782,-9.9,-7.4,-7.2
vdr_unique_G1_13625,G1,,5.005599498748779,8.382665252685554,4.666623830795289,6.60799884796143,-7.2,,,CCN(CC)c1ccc(C(=O)NCCCOC)cc1C,0.0786516853932584,-9.7,-6.7,-6.5
vdr_unique_G1_13626,G1,,6.382380962371824,9.00144014358521,6.73222428560257,7.74242305755615,-8.6,,,CCN(CC)c1ccc(C(O)(C#Cc2ccc(C(CC)(CC)C3CC3)n2CCC#N)CC)cc1C,0.0952380952380952,-9.9,-7.4,-7.0
vdr_unique_G1_13627,G1,,5.281400620937347,8.324990797042847,4.6998045444488525,4.89406776428223,-7.9,,,CCN(CC1CC1)C(=O)CSc1nc(C)cc(C)c1C(C)=O,0.0736842105263157,-9.9,-7.0,-6.7
vdr_unique_G1_13628,G1,,5.849261283874512,9.056551694870002,6.155680894851685,7.53507709503174,-10.9,,,CCN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)C1CCN(C(=O)CC(F)(F)F)CC1,0.0967741935483871,-9.9,-7.4,-6.9
vdr_unique_G1_13629,G1,,5.477603852748872,8.234365034103403,4.877955317497256,6.40402793884277,-9.7,,,CCN1C(=CC=CC=C2CCCCC2)N=C(C)N1CC,0.1,-9.7,-6.7,-6.7
vdr_unique_G1_1363,G1,,8.170642793178558,8.862574529647821,6.481735289096832,9.63393020629883,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)C(O)CC(O)C1C,0.5857142857142857,-9.7,-7.4,-7.4
vdr_unique_G1_13630,G1,,6.515458226203919,8.427074337005612,5.949789941310883,7.4349946975708,-9.3,,,CCN1C(C(CC)(CC)c2ccc(OCCCO)c(C)c2)=CC=NC1=C(CCC(=O)O)c1ccc(C(C)(C)C)cc1,0.0714285714285714,-9.7,-7.4,-7.0
vdr_unique_G1_13631,G1,,5.793298780918121,8.115722179412838,4.817641794681547,6.64502811431885,-9.6,,,CCN1C=C(C(=O)NCC2CCCO2)C=C(C)C1=C(C)C,0.0947368421052631,-9.7,-6.5,-6.5
vdr_unique_G1_13632,G1,,5.604143142700195,8.11091141700745,4.705251395702362,6.45848274230957,-8.9,,,CCN1CC(=CC=CC2CCC(O)C2)CCC1=O,0.1547619047619047,-9.7,-6.7,-6.5
vdr_unique_G1_13633,G1,,5.3917882442474365,8.116308307647706,4.686564505100251,7.71026802062988,-6.4,,,CCN1CC2CC(O)CCC21C,0.1830985915492957,-9.5,-6.4,-6.0
vdr_unique_G1_13634,G1,,6.262695968151091,8.577761411666879,5.676578819751738,8.15060615539551,-10.3,,,CCN1CCC(CC(=O)N2CC(c3ccc(C#CC(C)(C)O)cc3)CC2=O)CC1,0.134020618556701,-9.9,-7.4,-7.0
vdr_unique_G1_13635,G1,,5.59668755531311,8.411276292800903,5.121147274971008,5.68981266021729,-9.0,,,CCN1CCC(O)(C#Cc2ccc(C(F)(F)F)cc2)CC1,0.0930232558139534,-9.7,-6.9,-6.5
vdr_unique_G1_13636,G1,,5.971748352050782,8.532810688018802,5.556494176387785,7.99875831604004,-8.8,,,CCN1CCC(c2ccc(C#CC(O)(CC)CC)cc2)CC1,0.1058823529411764,-9.7,-6.9,-6.7
vdr_unique_G1_13637,G1,,6.607411980628967,8.65124235153198,6.035400569438935,8.75361728668213,-10.4,,,CCN1CCC(c2ccc(C(=O)NC(=O)C3(C)CCC3O)cc2OC)CC1,0.1111111111111111,-9.9,-7.4,-7.2
vdr_unique_G1_13638,G1,,5.921034276485445,9.14365882873535,5.470366299152373,6.94121265411377,-9.4,,,CCN1CCC2(c3cccc(O)c3)CCC1C2,0.1176470588235294,-9.7,-6.9,-6.8
vdr_unique_G1_13639,G1,,5.519149124622346,8.582566404342646,4.943506658077243,5.69206523895264,-9.7,,,CCN1CCN(C(=O)c2cc3c(cc2F)c(=O)c(C(=O)O)cn3CC)CC1,0.0618556701030927,-9.7,-6.9,-7.0
vdr_unique_G1_1364,G1,,7.421817839145661,8.783516025543213,6.012540996074677,8.97577571868897,-10.2,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)C2CC(OS(=O)(=O)O)C(O)C2C1O,0.4761904761904761,-9.7,-7.4,-7.2
vdr_unique_G1_13640,G1,,5.428763449192049,8.347789621353154,4.728625237941743,7.07548713684082,-9.3,,,CCN1CCN(CC(O)C(CC(=O)O)Cc2ccccc2)CC1,0.0674157303370786,-9.7,-6.9,-6.7
vdr_unique_G1_13641,G1,,5.486593723297121,8.110067892074584,4.912878632545472,6.04388427734375,-9.7,,,CCN1CCN(CCc2ccc(OCc3ccccc3OC)cc2)CC1,0.0425531914893617,-9.9,-7.2,-7.2
vdr_unique_G1_13642,G1,,5.402332901954651,8.587987565994267,4.932443320751192,6.41616916656494,-9.5,,,CCN1CCn2cnc(C(=O)NCCc3cccc(OC)c3)c2C1,0.0673076923076923,-9.7,-6.7,-6.8
vdr_unique_G1_13643,G1,,7.127857983112336,8.73461236953735,6.707914531230927,5.78592586517334,-9.2,,,CCNC(=O)C1(C)CCCN(Cc2ccc(OCCCOc3ccc(CC(O)CC(=O)C(C)(C)C)c(C)c3)cn2)C1,0.1120689655172413,-9.9,-7.4,-7.2
vdr_unique_G1_13644,G1,,6.241506218910217,8.337637710571295,5.362897634506227,8.77434349060059,-8.0,,,CCNC(=O)C1CC(n2cc(C(O)(CC)CC)c(=O)[nH]c2=O)CC1O,0.1170212765957446,-9.7,-6.7,-6.4
vdr_unique_G1_13645,G1,,5.572807371616364,8.082600641250597,4.56108832359314,8.19516468048096,-9.1,,,CCNC(=O)C1CCC(C(C)C2CCC(=O)CC2)CC1,0.125,-9.7,-6.7,-6.7
vdr_unique_G1_13646,G1,,7.060148954391479,8.425731277465813,5.577856957912445,9.34277725219727,-10.6,,,CCNC(=O)C1CCC(c2ccc(OCCC(O)CC(=O)O)c(C)c2)(C(C)C)CC1O,0.1359223300970873,-9.9,-7.4,-6.9
vdr_unique_G1_13647,G1,,6.334332048892977,8.894229459762569,5.5834142565727225,6.64209365844727,-10.1,,,CCNC(=O)C1CCCN(CCCNc2ccc(C(O)C(C)(C)C)c(C)c2)CC1O,0.145631067961165,-9.9,-7.4,-7.1000000000000005
vdr_unique_G1_13648,G1,,7.026653349399568,8.082969665527354,5.561487495899202,8.12471199035645,-9.5,,,CCNC(=O)C1OC(n2cc(C(=O)c3ccc(OC)cc3)c(=O)[nH]c2=O)CC1O,0.0754716981132075,-9.7,-6.9,-6.7
vdr_unique_G1_13649,G1,,6.561859905719759,8.625675630569464,5.665076792240142,7.22085762023926,-8.4,,,CCNC(=O)C1OC(n2cnc3c(NC4CCC(O)CC4)nc(NCCC(C)(C)O)nc32)CC1O,0.1574074074074074,-9.7,-5.800000000000001,-7.0
vdr_unique_G1_1365,G1,,8.3809614777565,9.03090329170227,5.54951399564743,9.23952579498291,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)C=CC(O)C1O,0.5416666666666666,-9.7,-7.4,-7.4
vdr_unique_G1_13650,G1,,6.615401983261108,9.063094568252566,6.304344654083252,7.01653575897217,-8.5,,,CCNC(=O)C1OC(n2cnc3c(NCCc4cccc(OC)c4)nc(C#CCC#N)nc32)CC1O,0.0620155038759689,-9.7,-6.1000000000000005,-7.2
vdr_unique_G1_13651,G1,,6.289948999881744,9.013065719604484,6.185337185859684,8.27588748931885,-10.3,,,CCNC(=O)Nc1cc(-c2ccc(C(=O)NCCC(F)(F)F)nc2)ccc1C(=O)N1CCC(O)C1,0.1296296296296296,-9.9,-7.4,-7.2
vdr_unique_G1_13652,G1,,5.658262252807619,8.421030139923095,4.6381032466888445,8.84373664855957,-8.5,,,CCNC(=O)c1cc(OCC(O)CO)ccc1CC(C)C,0.075268817204301,-9.5,-6.4,-6.7
vdr_unique_G1_13653,G1,,5.792381048202516,8.547648382186892,5.1970661282539385,6.80282497406006,-10.8,,,CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)cc1C,0.0744680851063829,-9.9,-7.2,-6.7
vdr_unique_G1_13654,G1,,5.791445076465607,8.600812244415284,5.551370561122896,6.96757507324219,-10.1,,,CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC,0.0693069306930693,-9.9,-7.2,-6.9
vdr_unique_G1_13655,G1,,5.455135643482208,8.068934631347652,4.827214598655702,7.36390209197998,-9.0,,,CCNC1=NC(=Cc2coc3ccccc3c2=O)C(O)(CC)C1,0.0816326530612244,-9.9,-7.4,-7.0
vdr_unique_G1_13656,G1,,6.854199409484862,8.680456781387338,5.260665118694306,8.49832057952881,-9.0,,,CCNCC1CCc2ccc(OCC(O)C(C)(C)C)c(C)c21,0.1318681318681318,-9.9,-7.4,-6.9
vdr_unique_G1_13657,G1,,5.441603720188142,7.998441457748416,4.829063415527344,6.12678337097168,-9.5,,,CCNc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,0.034090909090909,-9.7,-6.7,-7.0
vdr_unique_G1_13658,G1,,5.864728569984435,8.00271863937378,4.726959049701692,6.48904132843018,-7.4,,,CCNc1c(C(=O)OCC)c(N)c2ccccc2c1C#N,0.0421052631578947,-9.7,-6.7,-6.7
vdr_unique_G1_13659,G1,,5.4484183192253095,8.453788661956798,4.692613601684572,6.59504318237305,-6.8,,,CCNc1c(O)c(C)c(C)c(C(=O)NCCCO)c1CC,0.0674157303370786,-9.7,-6.9,-6.7
vdr_unique_G1_1366,G1,,7.883131861686708,8.893483638763435,6.256957471370701,9.17166805267334,-9.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)CC(C)(C)OC1C,0.5555555555555556,-9.7,-7.4,-7.0
vdr_unique_G1_13660,G1,,6.35047495365143,8.764335823059087,5.061713874340057,8.2953634262085,-10.5,,,CCNc1ccccc1NC(=S)NCC(O)C(CC=C1CCCO1)n1cccc(NC(=O)C(C)(C)C)c1=O,0.1052631578947368,-9.9,-7.4,-7.0
vdr_unique_G1_13661,G1,,5.746768951416015,8.474036359786984,5.6171263456344604,5.76988887786865,-8.6,,,CCOC(=O)C(=CC(Cl)=C(F)F)c1cc2scc(C(=O)O)c2cc1CC,0.06,-9.9,-7.4,-6.9
vdr_unique_G1_13662,G1,,6.513485252857209,8.465562295913704,6.025683283805848,8.29683876037598,-10.0,,,CCOC(=O)C(=CC=C(c1ccc(OCC(O)C(C)(C)C)c(C)c1)C([O-])F)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.0833333333333333,-9.9,-7.4,-6.7
vdr_unique_G1_13663,G1,,6.341226994991304,8.733757305145268,5.206707119941711,8.38577270507813,-9.4,,,CCOC(=O)C(=Cc1ccc(C(CC(C)(C)C)c2cccc(C(C)(C)CC)c2)n1C)C(O)CC(=O)O,0.074074074074074,-9.9,-7.4,-6.9
vdr_unique_G1_13664,G1,,5.183043122291565,8.019747304916383,4.770525217056274,9.15977668762207,-6.7,,,CCOC(=O)C(=Cc1ccccc1)CC(O)(CC)C(C)=O,0.0795454545454545,-9.7,-6.9,-6.5
vdr_unique_G1_13665,G1,,4.3411576449871045,7.469172143936154,4.431374311447145,4.99936151504517,-5.6,,,CCOC(=O)C(=O)NC(CC)CC,0.0526315789473684,-9.5,-6.0,-6.0
vdr_unique_G1_13666,G1,,7.5724663734436035,8.843887090682982,6.231420755386353,8.14321041107178,-11.5,,,CCOC(=O)C(C#N)=C1CCCC1(C)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.3181818181818182,-9.9,-7.4,-7.4
vdr_unique_G1_13667,G1,,5.017054289579392,8.00616908073425,4.726235806941988,6.1091833114624,-7.5,,,CCOC(=O)C(CC)(Cc1ccccc1)c1ccccc1,0.0595238095238095,-9.7,-6.7,-6.7
vdr_unique_G1_13668,G1,,5.979409396648409,8.482800674438483,4.94274228811264,8.39878273010254,-9.1,,,CCOC(=O)C(CC1OCCO1)CC(O)C(Cc1ccccc1)C(=O)NC1c2cc(OCCCO)ccc2CCC1O,0.0916666666666666,-9.9,-6.6000000000000005,-7.0
vdr_unique_G1_13669,G1,,7.163639962673189,8.761615943908692,5.6924165487289455,9.19231700897217,-10.6,,,CCOC(=O)C(O)CNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1CC,0.0841121495327102,-9.9,-7.4,-6.9
vdr_unique_G1_1367,G1,,7.934089839458466,9.203423166275028,6.596769630908966,9.07999706268311,-10.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)CC(C)(C)OC1OC(C)(C)C#CC(C)(O)CC,0.4705882352941176,-9.7,-7.4,-7.0
vdr_unique_G1_13670,G1,,6.607670903205873,8.762662792205814,5.884676694869995,6.91413593292236,-7.4,,,CCOC(=O)C1(C)CC2(CCC2)CC(O)(CC)C1CCC(C)(C)O,0.1744186046511628,-9.9,-7.4,-6.9
vdr_unique_G1_13671,G1,,5.5952630043029785,8.012488603591922,4.961128175258638,6.66621685028076,-7.2,,,CCOC(=O)C1(CC=C2CCCO2)CCC=C1C(O)CCO,0.1368421052631579,-9.9,-7.2,-6.7
vdr_unique_G1_13672,G1,,6.76453220844269,8.084194469451901,4.897985696792603,8.71194744110107,-7.8,,,CCOC(=O)C1(CCCc2ccccc2)CC1CC(C)(C)O,0.1348314606741573,-9.9,-7.4,-6.7
vdr_unique_G1_13673,G1,,4.77787536382675,7.919622564315794,4.515790522098541,3.73956179618835,-5.1,,,CCOC(=O)C1(CCOC)CCCO1,0.0975609756097561,-9.5,-6.0,-6.5
vdr_unique_G1_13674,G1,,8.070334374904634,8.887599754333495,6.172017455101015,8.97120094299316,-9.9,,,CCOC(=O)C1(O)C(c2ccccc2)CC(C(=O)CCCc2ccc(OCC(O)(CC)CC)c(C)c2)C1(C)CCC(=O)OC,0.1217391304347826,-9.7,-7.1000000000000005,-7.2
vdr_unique_G1_13675,G1,,5.446124017238617,8.53030962944031,4.665337741374971,8.25834941864014,-6.9,,,CCOC(=O)C1(c2cccc(OC)c2)CC1CN,0.0760869565217391,-9.5,-6.2,-6.5
vdr_unique_G1_13676,G1,,5.365485727787018,8.389525127410893,5.357822597026827,6.0843620300293,-9.5,,,CCOC(=O)C1(c2nc(C#Cc3ccccc3)no2)CCCO1,0.0808080808080808,-9.9,-7.2,-6.8
vdr_unique_G1_13677,G1,,5.385281443595888,7.916309261322024,4.507622599601746,5.90634727478027,-6.8,,,CCOC(=O)C1=C(C#N)CC(C(=O)OC)CC1O,0.1309523809523809,-9.5,-6.4,-6.5
vdr_unique_G1_13678,G1,,6.940126061439514,8.451399135589595,4.736308038234711,8.91470623016357,-9.1,,,CCOC(=O)C1=C(C)C(=CC=C2CCCC(C)C2)CC1c1ccccc1,0.1538461538461538,-9.9,-7.2,-7.0
vdr_unique_G1_13679,G1,,6.034413993358612,8.751099491119387,4.936882376670839,8.39162540435791,-10.6,,,CCOC(=O)C1=C(C)NC(c2ccc(OCC(=O)c3ccccc3)c(OCC)c2)CC(O)CC1O,0.1176470588235294,-9.9,-7.4,-7.4
vdr_unique_G1_1368,G1,,8.310960114002228,9.073869228363034,6.503405392169954,9.67020416259766,-9.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)CC(C)C(O)CC1O,0.7014925373134329,-9.7,-7.4,-7.4
vdr_unique_G1_13680,G1,,5.251603484153749,8.566056823730467,4.728636622428894,5.07857036590576,-6.8,,,CCOC(=O)C1=C(C)c2ccc(C)n2CC1(CC)OC,0.0909090909090909,-9.7,-6.5,-6.5
vdr_unique_G1_13681,G1,,6.957462668418884,8.727712678909308,5.292215406894685,9.07360458374023,-8.9,,,CCOC(=O)C1=C(CC)CC(O)C(O)C1=CC=Cc1ccc(OCC(O)C(C)(C)C)c(C)c1,0.1346153846153846,-9.9,-7.4,-7.1000000000000005
vdr_unique_G1_13682,G1,,5.017866671085357,7.580636024475107,4.473051190376283,5.69675731658936,-6.8,,,CCOC(=O)C1=C(CC)CC(O)CC1=O,0.1153846153846153,-9.5,-6.4,-6.5
vdr_unique_G1_13683,G1,,5.087924480438232,7.758464765548704,4.414806962013245,6.36899948120117,-7.7,,,CCOC(=O)C1=C(CC)CC(O)CC1O,0.1643835616438356,-9.5,-6.4,-6.7
vdr_unique_G1_13684,G1,,6.897482872009277,8.261225986480717,4.933925092220308,8.16134452819824,-9.7,,,CCOC(=O)C1=C(CC)CC(c2cccc(OCCC#CC(C)(C)O)c2)CC1O,0.1287128712871287,-9.9,-7.4,-7.1000000000000005
vdr_unique_G1_13685,G1,,5.662111401557924,7.914366626739503,4.665672838687897,7.01206398010254,-9.6,,,CCOC(=O)C1=C(CC)OC(=CC=C2CCCCC2O)C1=O,0.1860465116279069,-9.9,-7.4,-6.5
vdr_unique_G1_13686,G1,,5.992194950580598,7.973493719100946,4.869931876659392,7.46398162841797,-8.5,,,CCOC(=O)C1=C(CC)OC(=CC=C2CCCCCO2)CC1O,0.146067415730337,-9.9,-7.2,-6.7
vdr_unique_G1_13687,G1,,5.923633456230164,8.715304183959976,5.114661335945129,5.72551250457764,-8.4,,,CCOC(=O)C1=C(CCCNCCCN(CC)SCCC(CC)(CC)CC)CC(O)C(O)C1O,0.1067961165048543,-9.9,-7.1000000000000005,-6.9
vdr_unique_G1_13688,G1,,5.361251890659335,7.954976654052736,4.868458211421965,6.00491809844971,-6.8,,,CCOC(=O)C1=C(CCCSc2nnnn2C)CC(O)(CCl)C1,0.0686274509803921,-9.7,-6.7,-6.7
vdr_unique_G1_13689,G1,,5.643574833869935,8.440296506881712,5.246798574924471,5.84937191009522,-9.1,,,CCOC(=O)C1=C(c2ccc(-n3cc(CC(=O)O)nn3)cc2)CC(CC)(CC)CC1,0.088235294117647,-9.9,-7.4,-7.2
vdr_unique_G1_1369,G1,,8.523786485195156,9.164769411087043,6.609995245933533,9.61143112182617,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)(C)O)CC(C)CC1O,0.734375,-9.7,-7.4,-7.2
vdr_unique_G1_13690,G1,,5.707244336605071,8.188339090347288,4.918626308441162,6.21093368530273,-8.4,,,CCOC(=O)C1=C(c2cccc(OCCCn3ccnn3)c2)CC(CC)(CC)C1,0.0648148148148148,-9.9,-7.2,-7.2
vdr_unique_G1_13691,G1,,5.616386234760286,7.437970638275152,4.5481579899787885,8.64804744720459,-8.2,,,CCOC(=O)C1=C(c2ccccc2)CCN(C(=O)CC)C1C,0.0769230769230769,-9.9,-7.2,-6.7
vdr_unique_G1_13692,G1,,5.924650013446809,8.59178690910339,5.834904015064239,8.52032947540283,-7.3,,,CCOC(=O)C1C(c2ccccc2)CC2CCC1N2C,0.1011235955056179,-9.7,-6.7,-6.8
vdr_unique_G1_13693,G1,,5.979341506958008,8.435049104690544,5.084649503231049,7.20106983184814,-8.8,,,CCOC(=O)C1CC12C(=O)N(c1cccc(C(C)(C)C)c1)c1cccnc12,0.087378640776699,-9.9,-7.2,-7.2
vdr_unique_G1_13694,G1,,5.091569006443024,7.95628232955932,4.337815344333649,7.61162567138672,-8.8,,,CCOC(=O)C1CCC(CC(O)CC(O)CC(=O)O)CC1,0.0823529411764705,-9.7,-6.9,-6.7
vdr_unique_G1_13695,G1,,4.947158396244052,7.80249657630921,4.49651050567627,6.46116733551025,-9.4,,,CCOC(=O)C1CCCN(C(=O)CCC(=O)Nc2ccccc2)CC1,0.0833333333333333,-9.9,-7.2,-6.5
vdr_unique_G1_13696,G1,,5.004972368478775,7.688567161560053,4.533212959766389,5.84502983093262,-9.2,,,CCOC(=O)C1CCCN(C(=O)CCC(=O)c2ccccc2)C1,0.1222222222222222,-9.9,-7.2,-6.5
vdr_unique_G1_13697,G1,,5.116530478000641,7.832745885848996,4.597227394580841,3.75771450996399,-8.3,,,CCOC(=O)C1CCCN(C(=O)c2cc(C)oc2C)C1,0.0989010989010989,-9.7,-6.5,-6.5
vdr_unique_G1_13698,G1,,5.917826712131501,8.425135993957522,5.843340873718262,6.02158546447754,-9.8,,,CCOC(=O)C1CCCN(C(=O)c2ccc(C#CC3(C)CC3)cn2)C1,0.1428571428571428,-9.9,-7.0,-6.8
vdr_unique_G1_13699,G1,,7.213848292827606,9.05372281074524,5.146473705768585,7.92457294464111,-11.2,,,CCOC(=O)C1CCCN(CCC(C(=O)c2ccc(OCC(=O)N(C)c3ccccc3)cc2)C(C)c2ccc(O)c(C)c2)C1,0.0916666666666666,-9.7,-7.4,-6.8
vdr_unique_G1_137,G1,transmol,7.013997078,8.295845032,7.253753662,9.708601952,-12.5,-1.774890184,0.928214848,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)C(CCCO)OC1O,0.9485489,-9.753357,-8.648470758,-7.004526103
